hmdb_id;inchi;cid;bioactivity
HMDB0049351;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-34-37-40-43-46-49-52-55-61(64)67-58(56-65-59(62)53-50-47-44-41-38-35-32-26-23-20-17-14-11-8-5-2)57-66-60(63)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h17,20-21,24-26,28,32,58H,4-16,18-19,22-23,27,29-31,33-57H2,1-3H3/b20-17-,24-21-,28-25-,32-26-/t58-/m1/s1;131760148;no
HMDB0052471;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-34-37-40-43-46-49-52-55-61(64)67-58(56-65-59(62)53-50-47-44-41-38-35-32-26-23-20-17-14-11-8-5-2)57-66-60(63)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h17-18,20-21,26-27,32-33,58H,4-16,19,22-25,28-31,34-57H2,1-3H3/b20-17-,21-18-,32-26-,33-27-;131763149;no
HMDB0045039;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-34-37-40-43-46-49-52-55-61(64)67-58(56-65-59(62)53-50-47-44-41-38-35-32-26-23-20-17-14-11-8-5-2)57-66-60(63)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h8,11,17,20,25-26,28,32,58H,4-7,9-10,12-16,18-19,21-24,27,29-31,33-57H2,1-3H3/b11-8-,20-17-,28-25-,32-26-/t58-/m1/s1;131756050;no
HMDB0044824;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-34-37-40-43-46-49-52-55-61(64)67-58(56-65-59(62)53-50-47-44-41-38-35-32-26-23-20-17-14-11-8-5-2)57-66-60(63)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h8,11,17,20,26,32,38,41,58H,4-7,9-10,12-16,18-19,21-25,27-31,33-37,39-40,42-57H2,1-3H3/b11-8-,20-17-,32-26-,41-38-/t58-/m1/s1;131755846;no
HMDB0049814;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-34-37-40-43-46-49-52-55-61(64)67-58(56-65-59(62)53-50-47-44-41-38-35-32-26-23-20-17-14-11-8-5-2)57-66-60(63)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h8,11,17,20,26-27,32-33,58H,4-7,9-10,12-16,18-19,21-25,28-31,34-57H2,1-3H3/b11-8-,20-17-,32-26-,33-27-/t58-/m1/s1;131760596;no
HMDB0049191;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-34-37-40-43-46-49-52-55-61(64)67-58(56-65-59(62)53-50-47-44-41-38-35-32-26-23-20-17-14-11-8-5-2)57-66-60(63)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h8,11,17,20-21,24,26,32,58H,4-7,9-10,12-16,18-19,22-23,25,27-31,33-57H2,1-3H3/b11-8-,20-17-,24-21-,32-26-/t58-/m1/s1;131759992;no
HMDB0045880;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h16,18-19,21,25,27-28,32,58H,4-15,17,20,22-24,26,29-31,33-57H2,1-3H3/b19-16-,21-18-,28-25-,32-27-/t58-/m1/s1;131756851;no
HMDB0045725;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h16,19,21,24-25,28,33,35,58H,4-15,17-18,20,22-23,26-27,29-32,34,36-57H2,1-3H3/b19-16-,24-21-,28-25-,35-33-/t58-/m1/s1;131756707;no
HMDB0050477;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h16,19,21,24-26,28-29,58H,4-15,17-18,20,22-23,27,30-57H2,1-3H3/b19-16-,24-21-,28-25-,29-26-/t58-/m1/s1;131761225;no
HMDB0045751;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h16,19,25,27-28,32-33,35,58H,4-15,17-18,20-24,26,29-31,34,36-57H2,1-3H3/b19-16-,28-25-,32-27-,35-33-/t58-/m1/s1;131756729;no
HMDB0045570;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h16,19,25,28,33,35,41,44,58H,4-15,17-18,20-24,26-27,29-32,34,36-40,42-43,45-57H2,1-3H3/b19-16-,28-25-,35-33-,44-41-/t58-/m1/s1;131756567;no
HMDB0050364;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,33,35,58H,4-15,17-18,20-24,27,30-32,34,36-57H2,1-3H3/b19-16-,28-25-,29-26-,35-33-/t58-/m1/s1;131761116;no
HMDB0050496;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h16,19,25-29,32,58H,4-15,17-18,20-24,30-31,33-57H2,1-3H3/b19-16-,28-25-,29-26-,32-27-/t58-/m1/s1;131761244;no
HMDB0053303;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-26,28-29,58H,4-15,18,21-24,27,30-57H2,1-3H3/b19-16-,20-17-,28-25-,29-26-;131763953;no
HMDB0045900;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h18,21,25,27-28,32,40,43,58H,4-17,19-20,22-24,26,29-31,33-39,41-42,44-57H2,1-3H3/b21-18-,28-25-,32-27-,43-40-/t58-/m1/s1;131756868;no
HMDB0050585;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h18,21,25-29,32,58H,4-17,19-20,22-24,30-31,33-57H2,1-3H3/b21-18-,28-25-,29-26-,32-27-;131761327;no
HMDB0045719;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h21,24-25,28,33,35,41,44,58H,4-20,22-23,26-27,29-32,34,36-40,42-43,45-57H2,1-3H3/b24-21-,28-25-,35-33-,44-41-/t58-/m1/s1;131756701;no
HMDB0045745;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h25,27-28,32-33,35,41,44,58H,4-24,26,29-31,34,36-40,42-43,45-57H2,1-3H3/b28-25-,32-27-,35-33-,44-41-/t58-/m1/s1;131756724;no
HMDB0050358;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h25-26,28-29,33,35,41,44,58H,4-24,27,30-32,34,36-40,42-43,45-57H2,1-3H3/b28-25-,29-26-,35-33-,44-41-/t58-/m1/s1;131761110;no
HMDB0045576;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25,28,33,35,58H,4-6,8-9,11-15,17-18,20-24,26-27,29-32,34,36-57H2,1-3H3/b10-7-,19-16-,28-25-,35-33-/t58-/m1/s1;131756573;no
HMDB0046082;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h9,12,18,21,25,27-28,32,58H,4-8,10-11,13-17,19-20,22-24,26,29-31,33-57H2,1-3H3/b12-9-,21-18-,28-25-,32-27-/t58-/m1/s1;131757041;no
HMDB0046101;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-35-38-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-40-37-32-27-24-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-31-29-26-23-20-17-14-11-8-5-2/h9,12,18,21,27,32,40,43,58H,4-8,10-11,13-17,19-20,22-26,28-31,33-39,41-42,44-57H2,1-3H3/b12-9-,21-18-,32-27-,43-40-;131757057;no
HMDB0052458;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h16,18-19,21,25,27-28,32,58H,4-15,17,20,22-24,26,29-31,33-57H2,1-3H3/b19-16-,21-18-,28-25-,32-27-/t58-/m0/s1;131763137;no
HMDB0049165;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h16,19,21,24-25,28,33,36,58H,4-15,17-18,20,22-23,26-27,29-32,34-35,37-57H2,1-3H3/b19-16-,24-21-,28-25-,36-33-/t58-/m0/s1;131759966;no
HMDB0049311;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h16,19,21,24-26,28-29,58H,4-15,17-18,20,22-23,27,30-57H2,1-3H3/b19-16-,24-21-,28-25-,29-26-/t58-/m0/s1;131760108;no
HMDB0049789;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h16,19,25,27-28,32-33,36,58H,4-15,17-18,20-24,26,29-31,34-35,37-57H2,1-3H3/b19-16-,28-25-,32-27-,36-33-/t58-/m0/s1;131760572;no
HMDB0005401;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h16,19,25,28,33,36,42,45,58H,4-15,17-18,20-24,26-27,29-32,34-35,37-41,43-44,46-57H2,1-3H3/b19-16-,28-25-,36-33-,45-42-/t58-/m0/s1;131750367;no
HMDB0044980;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,33,36,58H,4-15,17-18,20-24,27,30-32,34-35,37-57H2,1-3H3/b19-16-,28-25-,29-26-,36-33-/t58-/m0/s1;131755992;no
HMDB0049928;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h16,19,25-29,32,58H,4-15,17-18,20-24,30-31,33-57H2,1-3H3/b19-16-,28-25-,29-26-,32-27-/t58-/m0/s1;131760691;no
HMDB0045141;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-26,28-29,58H,4-15,18,21-24,27,30-57H2,1-3H3/b19-16-,20-17-,28-25-,29-26-/t58-/m0/s1;131756146;no
HMDB0045162;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h17,20,25-26,28-29,34,37,58H,4-16,18-19,21-24,27,30-33,35-36,38-57H2,1-3H3/b20-17-,28-25-,29-26-,37-34-/t58-/m0/s1;131756167;no
HMDB0050042;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h17,20,25-29,32,58H,4-16,18-19,21-24,30-31,33-57H2,1-3H3/b20-17-,28-25-,29-26-,32-27-/t58-/m0/s1;131760798;no
HMDB0045182;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h17,20,26,29,34,37,43,46,58H,4-16,18-19,21-25,27-28,30-33,35-36,38-42,44-45,47-57H2,1-3H3/b20-17-,29-26-,37-34-,46-43-/t58-/m0/s1;131756187;no
HMDB0045951;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h17,20,26-27,29,32,34,37,58H,4-16,18-19,21-25,28,30-31,33,35-36,38-57H2,1-3H3/b20-17-,29-26-,32-27-,37-34-/t58-/m1/s1;131756915;no
HMDB0045950;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h17,20-21,24,26,29,34,37,58H,4-16,18-19,22-23,25,27-28,30-33,35-36,38-57H2,1-3H3/b20-17-,24-21-,29-26-,37-34-/t58-/m1/s1;131756914;no
HMDB0049431;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h17,20-21,24-26,28-29,58H,4-16,18-19,22-23,27,30-57H2,1-3H3/b20-17-,24-21-,28-25-,29-26-/t58-/m0/s1;131760228;no
HMDB0045930;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h17-18,20-21,26-27,29,32,58H,4-16,19,22-25,28,30-31,33-57H2,1-3H3/b20-17-,21-18-,29-26-,32-27-/t58-/m1/s1;131756895;no
HMDB0050381;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h18,21,25,27-28,32,38,41,58H,4-17,19-20,22-24,26,29-31,33-37,39-40,42-57H2,1-3H3/b21-18-,28-25-,32-27-,41-38-/t58-/m1/s1;56940199;no
HMDB0005470;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h18,21,25-29,32,58H,4-17,19-20,22-24,30-31,33-57H2,1-3H3/b21-18-,28-25-,29-26-,32-27-/t58-/m0/s1;131750423;no
HMDB0050513;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h18,21,25-29,32,58H,4-17,19-20,22-24,30-31,33-57H2,1-3H3/b21-18-,28-25-,29-26-,32-27-/t58-/m1/s1;9544818;no
HMDB0045775;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h18,21,26-27,29,32,38,41,58H,4-17,19-20,22-25,28,30-31,33-37,39-40,42-57H2,1-3H3/b21-18-,29-26-,32-27-,41-38-/t58-/m1/s1;131756751;no
HMDB0045794;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h21,24,26,29,34,37,43,46,58H,4-20,22-23,25,27-28,30-33,35-36,38-42,44-45,47-57H2,1-3H3/b24-21-,29-26-,37-34-,46-43-/t58-/m1/s1;131756769;no
HMDB0049159;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h21,24-25,28,33,36,42,45,58H,4-20,22-23,26-27,29-32,34-35,37-41,43-44,46-57H2,1-3H3/b24-21-,28-25-,36-33-,45-42-/t58-/m0/s1;131759960;no
HMDB0049783;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h25,27-28,32-33,36,42,45,58H,4-24,26,29-31,34-35,37-41,43-44,46-57H2,1-3H3/b28-25-,32-27-,36-33-,45-42-/t58-/m0/s1;131760566;no
HMDB0044974;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h25-26,28-29,33,36,42,45,58H,4-24,27,30-32,34-35,37-41,43-44,46-57H2,1-3H3/b28-25-,29-26-,36-33-,45-42-/t58-/m0/s1;131755986;no
HMDB0045000;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h25-26,28-29,34,37,43,46,58H,4-24,27,30-33,35-36,38-42,44-45,47-57H2,1-3H3/b28-25-,29-26-,37-34-,46-43-/t58-/m0/s1;131756011;no
HMDB0045795;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h26-27,29,32,34,37,43,46,58H,4-25,28,30-31,33,35-36,38-42,44-45,47-57H2,1-3H3/b29-26-,32-27-,37-34-,46-43-/t58-/m1/s1;131756770;no
HMDB0044798;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25,28,33,36,58H,4-6,8-9,11-15,17-18,20-24,26-27,29-32,34-35,37-57H2,1-3H3/b10-7-,19-16-,28-25-,36-33-/t58-/m0/s1;131755820;no
HMDB0045344;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h8,11,17,20,26,29,34,37,58H,4-7,9-10,12-16,18-19,21-25,27-28,30-33,35-36,38-57H2,1-3H3/b11-8-,20-17-,29-26-,37-34-/t58-/m0/s1;131756347;no
HMDB0050388;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h9,12,18,21,25,27-28,32,58H,4-8,10-11,13-17,19-20,22-24,26,29-31,33-57H2,1-3H3/b12-9-,21-18-,28-25-,32-27-/t58-/m1/s1;9544819;no
HMDB0045782;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h9,12,18,21,26-27,29,32,58H,4-8,10-11,13-17,19-20,22-25,28,30-31,33-57H2,1-3H3/b12-9-,21-18-,29-26-,32-27-/t58-/m1/s1;131756757;no
HMDB0045601;InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-28-30-33-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-32-27-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-34-31-29-26-23-20-17-14-11-8-5-2/h9,12,18,21,27,32,38,41,58H,4-8,10-11,13-17,19-20,22-26,28-31,33-37,39-40,42-57H2,1-3H3/b12-9-,21-18-,32-27-,41-38-/t58-/m1/s1;56936895;no
HMDB0054500;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)66-61(63)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3/h16,18-19,21,25,27-28,33,59H,4-15,17,20,22-24,26,29-32,34-58H2,1-3H3/b19-16-,21-18-,28-25-,33-27-/t59-/m1/s1;131765088;no
HMDB0054675;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)66-61(63)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3/h16,19,25,28,31-32,36,39,59H,4-15,17-18,20-24,26-27,29-30,33-35,37-38,40-58H2,1-3H3/b19-16-,28-25-,32-31-,39-36-/t59-/m1/s1;131765247;no
HMDB0051696;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)66-61(63)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3/h18,21,25,27-28,33,40,43,59H,4-17,19-20,22-24,26,29-32,34-39,41-42,44-58H2,1-3H3/b21-18-,28-25-,33-27-,43-40-/t59-/m1/s1;131762408;no
HMDB0051815;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)66-61(63)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3/h9,12,18,21,25,27-28,33,59H,4-8,10-11,13-17,19-20,22-24,26,29-32,34-58H2,1-3H3/b12-9-,21-18-,28-25-,33-27-/t59-/m1/s1;131762513;no
