hmdb_id;inchi;cid
HMDB0049468;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-26,28-29,31,33,36,38-39,41,60H,4-6,8-9,11-15,18,22-23,27,30,32,34-35,37,40,42-59H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,28-25-,29-26-,33-31-,39-36-,41-38-/t60-/m0/s1;131760265
HMDB0049448;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-21,24-26,28-29,31,33,38,41,47,50,60H,4-6,8-9,11-15,18,22-23,27,30,32,34-37,39-40,42-46,48-49,51-59H2,1-3H3/b10-7-,19-16-,20-17-,24-21-,28-25-,29-26-,33-31-,41-38-,50-47-/t60-/m0/s1;131760245
HMDB0052663;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,10,16-21,25-29,31,33-34,38,41,60H,4-6,8-9,11-15,22-24,30,32,35-37,39-40,42-59H2,1-3H3/b10-7-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,41-38-/t60-/m0/s1;131763317
HMDB0055384;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16,18-19,21,25,27-28,31,33-34,38,40-41,43,60H,4-6,8,11,13-15,17,20,22-24,26,29-30,32,35-37,39,42,44-59H2,1-3H3/b10-7-,12-9-,19-16-,21-18-,28-25-,33-31-,34-27-,41-38-,43-40-/t60-/m0/s1;131765905
HMDB0055181;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16,18-19,21,25,27-28,31,33-34,38,41,47,50,60H,4-6,8,11,13-15,17,20,22-24,26,29-30,32,35-37,39-40,42-46,48-49,51-59H2,1-3H3/b10-7-,12-9-,19-16-,21-18-,28-25-,33-31-,34-27-,41-38-,50-47-/t60-/m0/s1;131765719
HMDB0055229;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7,9-10,12,16,18-19,21,25-29,31,33-34,38,41,60H,4-6,8,11,13-15,17,20,22-24,30,32,35-37,39-40,42-59H2,1-3H3/b10-7-,12-9-,19-16-,21-18-,28-25-,29-26-,33-31-,34-27-,41-38-/t60-/m0/s1;131765762
HMDB0045367;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h7-8,10-11,16-17,19-20,25-26,28-29,31,33,36,38-39,41,60H,4-6,9,12-15,18,21-24,27,30,32,34-35,37,40,42-59H2,1-3H3/b10-7-,11-8-,19-16-,20-17-,28-25-,29-26-,33-31-,39-36-,41-38-/t60-/m0/s1;131756370
HMDB0045388;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-26,28-29,31,33,36,38-39,41,45,48,60H,4-7,9-10,12-15,18,21-24,27,30,32,34-35,37,40,42-44,46-47,49-59H2,1-3H3/b11-8-,19-16-,20-17-,28-25-,29-26-,33-31-,39-36-,41-38-,48-45-/t60-/m0/s1;131756390
HMDB0045362;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-26,28-29,31,33,36,38-39,41,47,50,60H,4-7,9-10,12-15,18,21-24,27,30,32,34-35,37,40,42-46,48-49,51-59H2,1-3H3/b11-8-,19-16-,20-17-,28-25-,29-26-,33-31-,39-36-,41-38-,50-47-/t60-/m0/s1;131756365
HMDB0050212;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-20,25-29,31,33-34,36,38-39,41,60H,4-7,9-10,12-15,18,21-24,30,32,35,37,40,42-59H2,1-3H3/b11-8-,19-16-,20-17-,28-25-,29-26-,33-31-,34-27-,39-36-,41-38-/t60-/m0/s1;131760965
HMDB0049609;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8,11,16-17,19-21,24-26,28-29,31,33,36,38-39,41,60H,4-7,9-10,12-15,18,22-23,27,30,32,34-35,37,40,42-59H2,1-3H3/b11-8-,19-16-,20-17-,24-21-,28-25-,29-26-,33-31-,39-36-,41-38-/t60-/m0/s1;131760406
HMDB0052791;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8,11,16-21,25-29,34,36,39,45,48,60H,4-7,9-10,12-15,22-24,30-33,35,37-38,40-44,46-47,49-59H2,1-3H3/b11-8-,19-16-,20-17-,21-18-,28-25-,29-26-,34-27-,39-36-,48-45-/t60-/m0/s1;131763442
HMDB0053199;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8,11,16-21,25-29,34,36,39-40,43,60H,4-7,9-10,12-15,22-24,30-33,35,37-38,41-42,44-59H2,1-3H3/b11-8-,19-16-,20-17-,21-18-,28-25-,29-26-,34-27-,39-36-,43-40-/t60-/m0/s1;131763849
HMDB0051853;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8,11,17-18,20-21,25-29,34,36,39-40,43,45,48,60H,4-7,9-10,12-16,19,22-24,30-33,35,37-38,41-42,44,46-47,49-59H2,1-3H3/b11-8-,20-17-,21-18-,28-25-,29-26-,34-27-,39-36-,43-40-,48-45-/t60-/m1/s1;131762550
HMDB0054594;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8-9,11-12,16-21,25-29,34,36,39,60H,4-7,10,13-15,22-24,30-33,35,37-38,40-59H2,1-3H3/b11-8-,12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,34-27-,39-36-/t60-/m1/s1;131765169
HMDB0051860;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8-9,11-12,17-18,20-21,25-29,34,36,39,45,48,60H,4-7,10,13-16,19,22-24,30-33,35,37-38,40-44,46-47,49-59H2,1-3H3/b11-8-,12-9-,20-17-,21-18-,28-25-,29-26-,34-27-,39-36-,48-45-/t60-/m1/s1;9545747
HMDB0051844;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8-9,11-12,17-18,20-21,25-29,34,36,39-40,43,60H,4-7,10,13-16,19,22-24,30-33,35,37-38,41-42,44-59H2,1-3H3/b11-8-,12-9-,20-17-,21-18-,28-25-,29-26-,34-27-,39-36-,43-40-/t60-/m1/s1;131762542
HMDB0046925;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h8-9,11-12,17-18,20-21,26-27,29,34,36,39-40,43,45,48,60H,4-7,10,13-16,19,22-25,28,30-33,35,37-38,41-42,44,46-47,49-59H2,1-3H3/b11-8-,12-9-,20-17-,21-18-,29-26-,34-27-,39-36-,43-40-,48-45-/t60-/m1/s1;56940421
HMDB0054943;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16,18-19,21,25,27-28,31,33-34,38,40-41,43,47,50,60H,4-8,10-11,13-15,17,20,22-24,26,29-30,32,35-37,39,42,44-46,48-49,51-59H2,1-3H3/b12-9-,19-16-,21-18-,28-25-,33-31-,34-27-,41-38-,43-40-,50-47-/t60-/m1/s1;131765487
HMDB0054742;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16,18-19,21,25-29,31,33-34,38,40-41,43,60H,4-8,10-11,13-15,17,20,22-24,30,32,35-37,39,42,44-59H2,1-3H3/b12-9-,19-16-,21-18-,28-25-,29-26-,33-31-,34-27-,41-38-,43-40-/t60-/m1/s1;56940387
HMDB0054998;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16,18-19,21,25-29,31,33-34,38,41,47,50,60H,4-8,10-11,13-15,17,20,22-24,30,32,35-37,39-40,42-46,48-49,51-59H2,1-3H3/b12-9-,19-16-,21-18-,28-25-,29-26-,33-31-,34-27-,41-38-,50-47-/t60-/m1/s1;131765542
HMDB0054465;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16,18-19,21,25-29,34,36,39-40,43,45,48,60H,4-8,10-11,13-15,17,20,22-24,30-33,35,37-38,41-42,44,46-47,49-59H2,1-3H3/b12-9-,19-16-,21-18-,28-25-,29-26-,34-27-,39-36-,43-40-,48-45-/t60-/m1/s1;131765055
HMDB0054795;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-29,31,33-34,38,41,60H,4-8,10-11,13-15,22-24,30,32,35-37,39-40,42-59H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,41-38-/t60-/m1/s1;9545778
HMDB0054534;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-29,34,36,39,45,48,60H,4-8,10-11,13-15,22-24,30-33,35,37-38,40-44,46-47,49-59H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,34-27-,39-36-,48-45-/t60-/m1/s1;9545834
HMDB0054525;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,16-21,25-29,34,36,39-40,43,60H,4-8,10-11,13-15,22-24,30-33,35,37-38,41-42,44-59H2,1-3H3/b12-9-,19-16-,20-17-,21-18-,28-25-,29-26-,34-27-,39-36-,43-40-/t60-/m1/s1;56940406
HMDB0051742;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-32-29-26-23-20-17-14-11-8-5-2/h9,12,17-18,20-21,25-29,34,36,39-40,43,45,48,60H,4-8,10-11,13-16,19,22-24,30-33,35,37-38,41-42,44,46-47,49-59H2,1-3H3/b12-9-,20-17-,21-18-,28-25-,29-26-,34-27-,39-36-,43-40-,48-45-/t60-/m1/s1;131762442
HMDB0050615;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16,18-19,21,25-29,31,33-34,38,41-42,45,47,50,60H,4-15,17,20,22-24,30,32,35-37,39-40,43-44,46,48-49,51-59H2,1-3H3/b19-16-,21-18-,28-25-,29-26-,33-31-,34-27-,41-38-,45-42-,50-47-/t60-/m0/s1;131761354
HMDB0051148;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16,18-19,21,25-29,31,33-35,37-38,41,43,46,60H,4-15,17,20,22-24,30,32,36,39-40,42,44-45,47-59H2,1-3H3/b19-16-,21-18-,28-25-,29-26-,33-31-,34-27-,37-35-,41-38-,46-43-/t60-/m0/s1;131761879
HMDB0051041;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16,19,21,24-26,28-29,31,33,35,37-38,41,43,46-47,50,60H,4-15,17-18,20,22-23,27,30,32,34,36,39-40,42,44-45,48-49,51-59H2,1-3H3/b19-16-,24-21-,28-25-,29-26-,33-31-,37-35-,41-38-,46-43-,50-47-/t60-/m0/s1;131761772
HMDB0051059;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16,19,25-29,31,33-35,37-38,41,43,46-47,50,60H,4-15,17-18,20-24,30,32,36,39-40,42,44-45,48-49,51-59H2,1-3H3/b19-16-,28-25-,29-26-,33-31-,34-27-,37-35-,41-38-,46-43-,50-47-/t60-/m0/s1;131761790
HMDB0054048;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-26,28-29,31,33,35,37-38,41,43,46-47,50,60H,4-15,18,21-24,27,30,32,34,36,39-40,42,44-45,48-49,51-59H2,1-3H3/b19-16-,20-17-,28-25-,29-26-,33-31-,37-35-,41-38-,46-43-,50-47-/t60-/m0/s1;131764670
HMDB0054124;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-29,31,33-35,37-38,41,43,46,60H,4-15,18,21-24,30,32,36,39-40,42,44-45,47-59H2,1-3H3/b19-16-,20-17-,28-25-,29-26-,33-31-,34-27-,37-35-,41-38-,46-43-/t60-/m0/s1;131764742
HMDB0053777;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-29,31,33-35,37-38,41,47,50,60H,4-15,18,21-24,30,32,36,39-40,42-46,48-49,51-59H2,1-3H3/b19-16-,20-17-,28-25-,29-26-,33-31-,34-27-,37-35-,41-38-,50-47-/t60-/m0/s1;131764415
HMDB0054113;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16-17,19-21,24-26,28-29,31,33,35,37-38,41,43,46,60H,4-15,18,22-23,27,30,32,34,36,39-40,42,44-45,47-59H2,1-3H3/b19-16-,20-17-,24-21-,28-25-,29-26-,33-31-,37-35-,41-38-,46-43-/t60-/m0/s1;131764731
HMDB0053765;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16-17,19-21,24-26,28-29,31,33,35,37-38,41,47,50,60H,4-15,18,22-23,27,30,32,34,36,39-40,42-46,48-49,51-59H2,1-3H3/b19-16-,20-17-,24-21-,28-25-,29-26-,33-31-,37-35-,41-38-,50-47-/t60-/m0/s1;131764403
HMDB0053464;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16-21,25-29,31,33-34,38,41,47,50,60H,4-15,22-24,30,32,35-37,39-40,42-46,48-49,51-59H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,41-38-,50-47-/t60-/m0/s1;131764110
HMDB0053476;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16-21,25-29,31,33-34,38,41-42,45,60H,4-15,22-24,30,32,35-37,39-40,43-44,46-59H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,41-38-,45-42-/t60-/m0/s1;131764122
HMDB0053836;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16-21,25-29,31,33-35,37-38,41,60H,4-15,22-24,30,32,36,39-40,42-59H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,33-31-,34-27-,37-35-,41-38-/t60-/m0/s1;131764472
HMDB0054189;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h16-21,25-29,34-35,37,42-43,45-46,60H,4-15,22-24,30-33,36,38-41,44,47-59H2,1-3H3/b19-16-,20-17-,21-18-,28-25-,29-26-,34-27-,37-35-,45-42-,46-43-/t60-/m0/s1;131764797
HMDB0045917;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,18-19,21,25,27-28,31,33-34,38,41-42,45,47,50,60H,4-6,8-9,11-15,17,20,22-24,26,29-30,32,35-37,39-40,43-44,46,48-49,51-59H2,1-3H3/b10-7-,19-16-,21-18-,28-25-,33-31-,34-27-,41-38-,45-42-,50-47-/t60-/m0/s1;131756883
HMDB0050602;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,18-19,21,25-29,31,33-34,38,41,47,50,60H,4-6,8-9,11-15,17,20,22-24,30,32,35-37,39-40,42-46,48-49,51-59H2,1-3H3/b10-7-,19-16-,21-18-,28-25-,29-26-,33-31-,34-27-,41-38-,50-47-/t60-/m0/s1;131761343
HMDB0050620;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,18-19,21,25-29,31,33-34,38,41-42,45,60H,4-6,8-9,11-15,17,20,22-24,30,32,35-37,39-40,43-44,46-59H2,1-3H3/b10-7-,19-16-,21-18-,28-25-,29-26-,33-31-,34-27-,41-38-,45-42-/t60-/m0/s1;131761359
HMDB0051046;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,21,24-26,28-29,31,33,35,37-38,41,43,46,60H,4-6,8-9,11-15,17-18,20,22-23,27,30,32,34,36,39-40,42,44-45,47-59H2,1-3H3/b10-7-,19-16-,24-21-,28-25-,29-26-,33-31-,37-35-,41-38-,46-43-/t60-/m0/s1;131761777
HMDB0050939;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25-26,28-29,31,33,35,37-38,41,43,46-47,50,60H,4-6,8-9,11-15,17-18,20-24,27,30,32,34,36,39-40,42,44-45,48-49,51-59H2,1-3H3/b10-7-,19-16-,28-25-,29-26-,33-31-,37-35-,41-38-,46-43-,50-47-/t60-/m0/s1;131761670
HMDB0051064;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25-29,31,33-35,37-38,41,43,46,60H,4-6,8-9,11-15,17-18,20-24,30,32,36,39-40,42,44-45,47-59H2,1-3H3/b10-7-,19-16-,28-25-,29-26-,33-31-,34-27-,37-35-,41-38-,46-43-/t60-/m0/s1;131761795
HMDB0054053;InChI=1S/C63H104O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-34-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16-17,19-20,25-26,28-29,31,33,35,37-38,41,43,46,60H,4-6,8-9,11-15,18,21-24,27,30,32,34,36,39-40,42,44-45,47-59H2,1-3H3/b10-7-,19-16-,20-17-,28-25-,29-26-,33-31-,37-35-,41-38-,46-43-/t60-/m0/s1;131764674
